cmun,municipality,province,altitude,longitude,latitude,Koppen_Climate,description
3088,Monforte del Cid,Alicante,223.6606,-0.7292369,38.37923,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
3090,Mutxamel,Alicante,65.50282,-0.4432408,38.41235,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
3091,Murla,Alicante,291.5551,-0.0829431,38.76031,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3092,Muro de Alcoy,Alicante,411.4849,-0.4402698,38.78075,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3093,Novelda,Alicante,247.5291,-0.7653857,38.3853,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
3094,"Nucia, la",Alicante,235.7798,-0.1257095,38.61438,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3095,Ondara,Alicante,37.3018,0.0159034,38.82607,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3096,Onil,Alicante,676.8312,-0.6731591,38.62606,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3097,Orba,Alicante,160.1064,-0.0637978,38.78033,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3098,Orxeta,Alicante,186.9968,-0.2619973,38.5636,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
3099,Orihuela,Alicante,36.18137,-0.9447829,38.08395,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
3100,Parcent,Alicante,289.9498,-0.0661097,38.74553,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3101,Pedreguer,Alicante,87.95199,0.0345502,38.79388,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3102,Pego,Alicante,83.52785,-0.1175528,38.84324,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3103,Penàguila,Alicante,689.5314,-0.3590004,38.67942,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3104,Petrer,Alicante,437.8267,-0.7742523,38.47744,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
3105,"Pinós, el/Pinoso",Alicante,572.8075,-1.041577,38.40112,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
3106,Planes,Alicante,444.3655,-0.344533,38.7855,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3107,Polop,Alicante,237.3766,-0.1259112,38.62263,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3109,Rafal,Alicante,16.86083,-0.8499723,38.10402,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
3110,"Ràfol d'Almúnia, el",Alicante,93.19769,-0.0530159,38.82033,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3111,Redován,Alicante,26.24458,-0.9107296,38.11617,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
3112,Relleu,Alicante,439.6355,-0.3110441,38.58733,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3113,Rojales,Alicante,13.9656,-0.7242546,38.08833,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
3114,"Romana, la",Alicante,448.9331,-0.9050398,38.38433,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
3115,Sagra,Alicante,113.3374,-0.0657266,38.81134,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3116,Salinas,Alicante,491.3814,-0.9121291,38.51891,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
3117,Sanet y Negrals,Alicante,92.4516,-0.0345811,38.81991,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3118,San Fulgencio,Alicante,7.573623,-0.7179557,38.11422,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
3119,Sant Joan d'Alacant,Alicante,41.32392,-0.4345329,38.39817,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
3120,San Miguel de Salinas,Alicante,77.87773,-0.7892857,37.97993,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
3121,Santa Pola,Alicante,10.0,-0.5552066,38.1923,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
3123,Sax,Alicante,480.8817,-0.8180652,38.53757,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
3124,Sella,Alicante,421.4968,-0.2730576,38.60862,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3125,Senija,Alicante,239.5632,0.0405763,38.72786,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3127,Tàrbena,Alicante,573.9403,-0.1037597,38.69572,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3128,Teulada,Alicante,181.3972,0.1035751,38.72881,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3129,Tibi,Alicante,493.401,-0.5830948,38.52938,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3130,Tollos,Alicante,771.4578,-0.2747656,38.75664,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3131,Tormos,Alicante,130.5348,-0.0721342,38.80195,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3132,"Torre de les Maçanes, la/Torremanzanas",Alicante,812.3563,-0.4199761,38.61335,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3133,Torrevieja,Alicante,15.69942,-0.6832271,37.97747,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
3134,"Vall d'Alcalà, la",Alicante,641.0916,-0.2527778,38.79445,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3135,"Vall d'Ebo, la",Alicante,381.5167,-0.1570321,38.80732,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3137,"Vall de Laguar, la",Alicante,548.257,-0.1310217,38.77628,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3138,"Verger, el",Alicante,10.94339,-0.5109846,38.33109,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
3139,"Vila Joiosa, la/Villajoyosa",Alicante,43.88388,-0.2326134,38.50775,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
3140,Villena,Alicante,522.7245,-0.8661389,38.63634,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
3901,"Poblets, els",Alicante,12.50598,0.018325,38.85391,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
3902,Pilar de la Horadada,Alicante,32.33976,-0.7925081,37.86538,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
3903,"Montesinos, Los",Alicante,21.59749,-0.743438,38.02732,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
3904,San Isidro,Alicante,10.8566,-0.8401969,38.1702,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
4001,Abla,Almería,871.1684,-2.780104,37.14114,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4002,Abrucena,Almería,976.9387,-2.797098,37.13305,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4003,Adra,Almería,10.97898,-3.022522,36.74807,,
4004,Albanchez,Almería,481.3123,-2.181163,37.2871,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4005,Alboloduy,Almería,388.4346,-2.62175,37.03319,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4006,Albox,Almería,426.4268,-2.147483,37.38979,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4007,Alcolea,Almería,744.6956,-2.961038,36.97449,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4008,Alcóntar,Almería,955.1331,-2.596944,37.33585,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4009,Alcudia de Monteagud,Almería,1018.354,-2.266174,37.23598,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4010,Alhabia,Almería,288.056,-2.587667,36.9893,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4011,Alhama de Almería,Almería,523.1963,-2.570075,36.95742,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
4012,Alicún,Almería,420.4872,-2.601994,36.9663,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4013,Almería,Almería,27.00703,-2.467922,36.84016,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
4014,Almócita,Almería,831.1343,-2.790071,37.00236,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
4015,Alsodux,Almería,312.0394,-2.594579,37.002,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4016,Antas,Almería,107.2613,-1.917543,37.24516,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4017,Arboleas,Almería,288.0828,-2.074867,37.35025,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4018,Armuña de Almanzora,Almería,625.5285,-2.411396,37.34969,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4019,Bacares,Almería,1202.631,-2.454761,37.26083,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
4020,Bayárcal,Almería,1271.166,-2.996469,37.03116,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
4021,Bayarque,Almería,816.2208,-2.43566,37.33091,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
4022,Bédar,Almería,391.56,-1.981898,37.18964,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4023,Beires,Almería,919.2347,-2.790928,37.012,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
4024,Benahadux,Almería,113.9746,-2.455683,36.92587,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
4026,Benitagla,Almería,945.0856,-2.239107,37.23124,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4027,Benizalón,Almería,933.7475,-2.241685,37.21175,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4028,Bentarique,Almería,319.8048,-2.61942,36.98652,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4029,Berja,Almería,340.7863,-2.949425,36.84644,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4030,Canjáyar,Almería,607.9745,-2.739681,37.00973,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4031,Cantoria,Almería,388.6553,-2.193626,37.35259,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4032,Carboneras,Almería,6.721787,-1.895012,36.99659,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
4033,Castro de Filabres,Almería,943.7071,-2.439524,37.18464,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
4034,Cóbdar,Almería,606.9962,-2.210223,37.26199,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4035,Cuevas del Almanzora,Almería,97.29103,-1.881476,37.29709,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
4036,Chercos,Almería,789.6791,-2.257897,37.26633,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4037,Chirivel,Almería,1039.713,-2.264839,37.5956,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4038,Dalías,Almería,415.9644,-2.870697,36.82121,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
4041,Enix,Almería,720.6339,-2.602107,36.87704,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4043,Felix,Almería,822.4271,-2.657921,36.86892,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4044,Fines,Almería,448.7018,-2.262964,37.35888,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4045,Fiñana,Almería,950.4163,-2.840678,37.17101,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4046,Fondón,Almería,858.4697,-2.858356,36.97942,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4047,Gádor,Almería,169.0004,-2.492936,36.95393,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
4048,"Gallardos, Los",Almería,113.9905,-1.940099,37.16948,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4049,Garrucha,Almería,2.56615,-1.821901,37.17925,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
4050,Gérgal,Almería,750.5009,-2.538305,37.1207,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4051,Huécija,Almería,410.0447,-2.611436,36.96788,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4052,Huércal de Almería,Almería,72.52909,-2.435978,36.88415,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
4053,Huércal-Overa,Almería,284.6117,-1.943684,37.39063,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4054,Íllar,Almería,428.1185,-2.639302,36.98504,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4055,Instinción,Almería,434.57,-2.659945,36.99316,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4056,Laroya,Almería,854.0873,-2.329601,37.29667,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4057,Láujar de Andarax,Almería,910.9894,-2.88922,36.99384,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4058,Líjar,Almería,593.4965,-2.219928,37.29527,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4059,Lubrín,Almería,521.5203,-2.067055,37.21585,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4060,Lucainena de las Torres,Almería,533.8752,-2.200706,37.04179,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4061,Lúcar,Almería,901.753,-2.427074,37.39965,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4062,Macael,Almería,538.7327,-2.304892,37.33229,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4063,María,Almería,1196.435,-2.165795,37.7111,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4064,Mojácar,Almería,165.0597,-1.851328,37.13995,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4065,Nacimiento,Almería,596.8992,-2.64774,37.10497,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4066,Níjar,Almería,353.1248,-2.20651,36.96576,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4067,Ohanes,Almería,953.4253,-2.745168,37.03723,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4068,Olula de Castro,Almería,1054.839,-2.476297,37.17611,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
4069,Olula del Río,Almería,486.5961,-2.298121,37.35212,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4070,Oria,Almería,1038.982,-2.295018,37.48503,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4071,Padules,Almería,745.1029,-2.773482,36.99884,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4072,Partaloa,Almería,548.585,-2.226434,37.40604,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4073,Paterna del Río,Almería,1201.81,-2.953087,37.02088,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
4074,Pechina,Almería,107.5108,-2.440625,36.91667,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
4075,Pulpí,Almería,194.9947,-1.745502,37.41183,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
4076,Purchena,Almería,540.9984,-2.36155,37.34855,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4077,Rágol,Almería,404.8323,-2.680989,36.99564,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4078,Rioja,Almería,133.2092,-2.462424,36.94406,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
4079,Roquetas de Mar,Almería,11.84886,-2.614935,36.76427,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
4080,Santa Cruz de Marchena,Almería,328.9739,-2.603768,37.0172,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4081,Santa Fe de Mondújar,Almería,210.5975,-2.530279,36.97506,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
4082,Senés,Almería,1007.387,-2.347544,37.20457,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
4083,Serón,Almería,800.137,-2.508077,37.34361,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4084,Sierro,Almería,721.0729,-2.398526,37.32348,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4085,Somontín,Almería,816.8105,-2.389127,37.39139,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4086,Sorbas,Almería,391.5779,-2.126351,37.09841,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4087,Suflí,Almería,636.8499,-2.389523,37.3382,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4088,Tabernas,Almería,405.9641,-2.392681,37.04945,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4089,Taberno,Almería,702.8022,-2.076205,37.46729,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4090,Tahal,Almería,1008.582,-2.28497,37.22803,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4091,Terque,Almería,282.4351,-2.597233,36.98359,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4092,Tíjola,Almería,685.379,-2.439434,37.34551,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4093,Turre,Almería,49.41454,-1.894899,37.15225,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4094,Turrillas,Almería,840.3381,-2.264096,37.03019,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4095,Uleila del Campo,Almería,629.6137,-2.203801,37.18548,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4096,Urrácal,Almería,744.7553,-2.36507,37.39732,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4097,Velefique,Almería,937.5716,-2.403687,37.19375,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
4098,Vélez-Blanco,Almería,1072.432,-2.095682,37.69095,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4099,Vélez-Rubio,Almería,842.2859,-2.074232,37.64802,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4100,Vera,Almería,102.0657,-1.868238,37.24686,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
4101,Viator,Almería,74.79173,-2.426541,36.88963,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
4102,Vícar,Almería,276.2602,-2.642515,36.83145,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
4103,Zurgena,Almería,248.1582,-2.039607,37.34265,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
4901,"Tres Villas, Las",Almería,693.0934,-2.7,37.13334,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
4902,"Ejido, El",Almería,80.0,-2.812738,36.77506,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
4903,"Mojonera, La",Almería,41.25403,-2.688159,36.75254,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
5001,Adanero,Ávila,905.2096,-4.606659,40.94591,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
5002,"Adrada, La",Ávila,622.7286,-4.634857,40.29935,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
5005,Albornos,Ávila,909.7402,-4.881355,40.83842,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
5007,Aldeanueva de Santa Cruz,Ávila,1166.277,-5.419435,40.38176,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
5008,Aldeaseca,Ávila,861.7283,-4.817433,41.04952,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
5010,"Aldehuela, La",Ávila,959.1974,-4.763939,40.79458,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
